,d_game_date,c_prop_cd,c_game_report_desc,c_game_report_type,c_table_num,Drop,f_hands_played,i_minutes_played,f_theo_win,f_actual_win,i_open_hours,actul win over minutes played
1847,2020-11-12,ABC,Midi Baccarat,Baccarat,136,2002,1197,1728,320.32,-3392,12,-1.962962962962963
1848,2020-10-02,ABC,Midi Baccarat,Baccarat,191,5040,1197,352,806.4,18316,16,52.03409090909091
1849,2020-11-18,ABC,Midi Baccarat,Baccarat,149,2268,1512,4416,362.88,-6128,23,-1.3876811594202898
1850,2020-11-03,ABC,Midi Baccarat,Baccarat,190,1530,672,2204,244.8,-2688,19,-1.219600725952813
1851,2020-10-23,ABC,Midi Baccarat,Baccarat,116,3920,1139,867,627.2,-12336,17,-14.228373702422145
1852,2020-10-07,ABC,Midi Baccarat,Baccarat,193,748,420,192,119.68,-4746,8,-24.71875
1853,2020-10-04,ABC,Midi Baccarat,Baccarat,123,5328,1050,1216,852.48,15419,16,12.680098684210526
1854,2020-11-02,ABC,Midi Baccarat,Baccarat,112,3332,812,4600,533.12,-12848,23,-2.7930434782608695
1855,2020-10-29,ABC,Midi Baccarat,Baccarat,193,1590,584,165,254.4,8109,5,49.14545454545455
1856,2020-10-16,ABC,Midi Baccarat,Baccarat,193,2109,945,1332,337.44,-7898,18,-5.92942942942943
1857,2020-10-18,ABC,Midi Baccarat,Baccarat,118,2160,1024,468,345.6,1520,18,3.247863247863248
1858,2020-10-09,ABC,Midi Baccarat,Baccarat,128,4400,1008,2790,704.0,-16540,18,-5.92831541218638
1859,2020-11-16,ABC,Midi Baccarat,Baccarat,135,277,142,1056,44.32,855,8,0.8096590909090909
1860,2020-11-06,ABC,Midi Baccarat,Baccarat,190,4828,945,2100,772.48,18920,21,9.00952380952381
1861,2020-10-29,ABC,Midi Baccarat,Baccarat,191,3240,378,189,518.4,-458,7,-2.4232804232804233
1862,2020-10-31,ABC,Midi Baccarat,Baccarat,136,3520,954,720,563.2,1566,18,2.175
1863,2020-11-09,ABC,Midi Baccarat,Baccarat,116,6138,150,1188,982.08,4268,9,3.5925925925925926
1864,2020-11-07,ABC,Midi Baccarat,Baccarat,112,2176,1302,561,348.16,-10672,17,-19.023172905525847
1865,2020-10-10,ABC,Midi Baccarat,Baccarat,116,3838,992,630,614.08,-6440,21,-10.222222222222221
1866,2020-11-05,ABC,Midi Baccarat,Baccarat,131,1008,732,1925,161.28,11892,7,6.177662337662338
1867,2020-10-31,ABC,Midi Baccarat,Baccarat,128,1680,1083,3332,268.8,16524,17,4.959183673469388
1868,2020-10-13,ABC,Midi Baccarat,Baccarat,123,2249,960,400,359.84000000000003,520,8,1.3
1869,2020-11-01,ABC,Midi Baccarat,Baccarat,199,4485,1562,3230,717.6,-7568,19,-2.343034055727554
1870,2020-10-18,ABC,Midi Baccarat,Baccarat,116,3759,1188,864,601.44,16321,18,18.890046296296298
1871,2020-11-01,ABC,Midi Baccarat,Baccarat,128,3454,1680,1200,552.64,2783,20,2.319166666666667
1872,2020-11-08,ABC,Midi Baccarat,Baccarat,134,2508,960,1984,401.28000000000003,-14427,16,-7.271673387096774
1873,2020-10-16,ABC,Midi Baccarat,Baccarat,112,2214,880,2924,354.24,-14060,17,-4.808481532147743
1874,2020-10-22,ABC,Midi Baccarat,Baccarat,192,4800,915,1680,768.0,576,7,0.34285714285714286
1875,2020-11-08,ABC,Midi Baccarat,Baccarat,147,3726,1050,3600,596.16,16086,24,4.468333333333334
1876,2020-11-05,ABC,Midi Baccarat,Baccarat,128,3056,540,440,488.96000000000004,-1920,8,-4.363636363636363
1877,2020-11-19,ABC,Midi Baccarat,Baccarat,123,3332,1288,276,533.12,-1510,3,-5.471014492753623
1878,2020-10-02,ABC,Midi Baccarat,Baccarat,118,6003,918,1785,960.48,-4050,17,-2.26890756302521
1879,2020-10-18,ABC,Midi Baccarat,Baccarat,123,3174,1184,4750,507.84000000000003,13957,19,2.938315789473684
1880,2020-11-12,ABC,Midi Baccarat,Baccarat,20,5148,495,200,823.6800000000001,10051,4,50.255
1881,2020-11-09,ABC,Midi Baccarat,Baccarat,13,1652,784,1378,264.32,988,13,0.7169811320754716
1882,2020-10-17,ABC,Midi Baccarat,Baccarat,130,2958,1219,1200,473.28000000000003,-4693,16,-3.910833333333333
1883,2020-10-03,ABC,Midi Baccarat,Baccarat,136,5390,1139,1344,862.4,14976,24,11.142857142857142
1884,2020-11-03,ABC,Midi Baccarat,Baccarat,192,2534,741,3800,405.44,4920,19,1.2947368421052632
1885,2020-10-21,ABC,Midi Baccarat,Baccarat,13,277,810,272,44.32,-5616,8,-20.647058823529413
1886,2020-11-15,ABC,Midi Baccarat,Baccarat,145,5698,1188,2967,911.6800000000001,-13216,23,-4.45433097404786
1887,2020-10-16,ABC,Midi Baccarat,Baccarat,116,4104,1314,5880,656.64,-2254,24,-0.38333333333333336
1888,2020-11-20,ABC,Midi Baccarat,Baccarat,149,6240,1420,2162,998.4,11016,23,5.095282146160962
1889,2020-11-14,ABC,Midi Baccarat,Baccarat,190,2278,1800,1102,364.48,-4351,19,-3.9482758620689653
1890,2020-10-07,ABC,Midi Baccarat,Baccarat,112,0,1254,1584,612.0,-745,9,-0.4703282828282828
1891,2020-10-04,ABC,Midi Baccarat,Baccarat,112,4921,1292,4620,787.36,-10605,21,-2.2954545454545454
1892,2020-10-24,ABC,Midi Baccarat,Baccarat,195,2192,1562,1224,350.72,10764,17,8.794117647058824
1893,2020-10-28,ABC,Midi Baccarat,Baccarat,193,1836,1452,189,293.76,10311,7,54.55555555555556
1894,2020-11-19,ABC,Midi Baccarat,Baccarat,116,3600,1608,2160,576.0,8952,10,4.144444444444445
1895,2020-11-04,ABC,Midi Baccarat,Baccarat,132,690,1380,53,110.4,6492,1,122.49056603773585
1896,2020-11-07,ABC,Midi Baccarat,Baccarat,131,5280,1488,2048,844.8000000000001,15220,16,7.431640625
1897,2020-10-24,ABC,Midi Baccarat,Baccarat,125,5292,1156,1360,846.72,-4864,17,-3.5764705882352943
1898,2020-11-07,ABC,Midi Baccarat,Baccarat,149,2772,976,1012,443.52,6061,23,5.989130434782608
1899,2020-11-11,ABC,Midi Baccarat,Baccarat,193,3776,1488,1200,604.16,-6072,5,-5.06
1900,2020-11-07,ABC,Midi Baccarat,Baccarat,115,6578,1056,2645,1052.48,-14789,23,-5.591304347826087
1901,2020-10-05,ABC,Midi Baccarat,Baccarat,13,578,510,650,92.48,1332,5,2.0492307692307694
1902,2020-10-23,ABC,Midi Baccarat,Baccarat,195,4237,1380,1034,677.92,16506,22,15.963249516441007
1903,2020-10-25,ABC,Midi Baccarat,Baccarat,123,2261,945,2640,361.76,4094,24,1.5507575757575758
1904,2020-11-16,ABC,Midi Baccarat,Baccarat,116,1232,448,1400,197.12,-429,8,-0.30642857142857144
1905,2020-11-21,ABC,Midi Baccarat,Baccarat,112,4374,1239,616,699.84,-19096,22,-31.0
1906,2020-11-14,ABC,Midi Baccarat,Baccarat,116,2596,931,893,415.36,3240,19,3.6282194848824187
1907,2020-11-14,ABC,Midi Baccarat,Baccarat,125,6696,1702,3200,1071.3600000000001,6960,16,2.175
1908,2020-10-05,ABC,Midi Baccarat,Baccarat,131,1240,280,0,198.4,1650,0,inf
1909,2020-11-15,ABC,Midi Baccarat,Baccarat,193,2128,1092,1880,340.48,15810,20,8.409574468085106
1910,2020-11-04,ABC,Midi Baccarat,Baccarat,112,1548,550,2240,247.68,-6409,16,-2.8611607142857145
1911,2020-11-04,ABC,Midi Baccarat,Baccarat,13,3312,708,5280,529.92,-3066,24,-0.5806818181818182
1912,2020-11-07,ABC,Midi Baccarat,Baccarat,140,4830,1800,2160,772.8000000000001,-4816,20,-2.22962962962963
1913,2020-11-17,ABC,Midi Baccarat,Baccarat,149,1600,649,1224,256.0,8274,9,6.759803921568627
1914,2020-10-24,ABC,Midi Baccarat,Baccarat,193,4393,1105,1710,702.88,-527,19,-0.30818713450292395
1915,2020-10-28,ABC,Midi Baccarat,Baccarat,192,2641,100,1296,422.56,-3132,8,-2.4166666666666665
1916,2020-11-20,ABC,Midi Baccarat,Baccarat,145,5911,1344,1932,945.76,15078,21,7.804347826086956
1917,2020-11-01,ABC,Midi Baccarat,Baccarat,116,4026,1184,1680,644.16,-5695,20,-3.3898809523809526
1918,2020-11-20,ABC,Midi Baccarat,Baccarat,123,6864,874,1312,1098.24,-17871,16,-13.621189024390244
1919,2020-11-06,ABC,Midi Baccarat,Baccarat,118,6424,1020,3072,1027.84,8352,16,2.71875
1920,2020-10-04,ABC,Midi Baccarat,Baccarat,195,4862,1533,1936,777.9200000000001,-18039,22,-9.317665289256198
1921,2020-10-08,ABC,Midi Baccarat,Baccarat,197,3655,1240,2448,584.8000000000001,-1074,12,-0.4387254901960784
1922,2020-11-07,ABC,Midi Baccarat,Baccarat,13,3971,1406,2700,635.36,-19728,18,-7.306666666666667
1923,2020-10-03,ABC,Midi Baccarat,Baccarat,118,4092,1464,2268,654.72,-2624,21,-1.1569664902998236
1924,2020-10-20,ABC,Midi Baccarat,Baccarat,132,3502,1100,104,560.32,616,4,5.923076923076923
1925,2020-10-27,ABC,Midi Baccarat,Baccarat,136,2752,450,2420,440.32,6450,22,2.665289256198347
1926,2020-11-06,ABC,Midi Baccarat,Baccarat,16,4255,1000,2208,680.8000000000001,-13698,23,-6.203804347826087
1927,2020-10-21,ABC,Midi Baccarat,Baccarat,149,1242,1386,480,198.72,11988,12,24.975
1928,2020-10-23,ABC,Midi Baccarat,Baccarat,123,3916,1680,2040,626.5600000000001,1541,17,0.7553921568627451
1929,2020-11-04,ABC,Midi Baccarat,Baccarat,130,5453,1113,1350,872.48,-1939,9,-1.4362962962962964
1930,2020-10-09,ABC,Midi Baccarat,Baccarat,191,6528,1610,3552,1044.48,-21000,24,-5.912162162162162
1931,2020-11-04,ABC,Midi Baccarat,Baccarat,191,3474,1311,3384,555.84,-5852,24,-1.7293144208037825
1932,2020-10-19,ABC,Midi Baccarat,Baccarat,193,3796,0,0,607.36,-6480,0,-inf
1933,2020-10-08,ABC,Midi Baccarat,Baccarat,191,2769,108,440,443.04,16065,2,36.51136363636363
1934,2020-10-11,ABC,Midi Baccarat,Baccarat,149,2121,1575,918,339.36,5746,17,6.2592592592592595
1935,2020-11-11,ABC,Midi Baccarat,Baccarat,192,1300,376,308,208.0,2307,14,7.490259740259741
1936,2020-11-04,ABC,Midi Baccarat,Baccarat,193,6456,1136,1020,1032.96,2025,15,1.9852941176470589
1937,2020-10-23,ABC,Midi Baccarat,Baccarat,190,2584,1060,4160,413.44,16488,16,3.9634615384615386
1938,2020-10-23,ABC,Midi Baccarat,Baccarat,128,5658,1216,1045,905.28,4220,19,4.038277511961723
1939,2020-11-14,ABC,Midi Baccarat,Baccarat,149,2880,1072,1680,460.8,10545,20,6.276785714285714
1940,2020-10-14,ABC,Midi Baccarat,Baccarat,13,5940,600,3420,950.4,3990,19,1.1666666666666667
1941,2020-11-16,ABC,Midi Baccarat,Baccarat,128,3885,539,810,621.6,-1865,6,-2.302469135802469
1942,2020-11-13,ABC,Midi Baccarat,Baccarat,190,3192,1296,2520,510.72,-3969,18,-1.575
1943,2020-10-29,ABC,Midi Baccarat,Baccarat,192,1098,680,1320,175.68,-7065,20,-5.3522727272727275
1944,2020-11-16,ABC,Midi Baccarat,Baccarat,191,1888,216,1950,302.08,-1734,10,-0.8892307692307693
1945,2020-10-08,ABC,Midi Baccarat,Baccarat,149,1200,345,204,192.0,14246,3,69.83333333333333
1946,2020-10-18,ABC,Midi Baccarat,Baccarat,145,3120,1491,1653,499.2,-7008,19,-4.23956442831216
1947,2020-10-25,ABC,Midi Baccarat,Baccarat,145,2601,1170,2898,416.16,3634,23,1.253968253968254
1948,2020-11-08,ABC,Midi Baccarat,Baccarat,123,4446,1403,2448,711.36,14973,18,6.116421568627451
1949,2020-10-05,ABC,Midi Baccarat,Baccarat,192,0,184,55,182.0,2070,1,37.63636363636363
1950,2020-11-14,ABC,Midi Baccarat,Baccarat,13,4128,1078,703,660.48,18240,19,25.945945945945947
1951,2020-11-15,ABC,Midi Baccarat,Baccarat,149,4709,720,1764,753.44,15440,21,8.75283446712018
1952,2020-11-08,ABC,Midi Baccarat,Baccarat,115,5643,1127,850,902.88,11990,17,14.105882352941176
1953,2020-10-11,ABC,Midi Baccarat,Baccarat,190,5336,1060,1472,853.76,-16074,16,-10.919836956521738
1954,2020-10-16,ABC,Midi Baccarat,Baccarat,136,2840,1474,494,454.40000000000003,-1560,19,-3.1578947368421053
1955,2020-11-08,ABC,Midi Baccarat,Baccarat,149,3872,1176,2660,619.52,21274,19,7.997744360902256
1956,2020-11-03,ABC,Midi Baccarat,Baccarat,131,2010,295,150,321.6,-5460,1,-36.4
1957,2020-10-30,ABC,Midi Baccarat,Baccarat,191,4212,1152,1504,673.92,882,16,0.586436170212766
1958,2020-11-03,ABC,Midi Baccarat,Baccarat,112,1536,94,1716,245.76,291,13,0.16958041958041958
1959,2020-11-06,ABC,Midi Baccarat,Baccarat,112,2240,1320,4165,358.40000000000003,-7152,17,-1.7171668667466986
1960,2020-11-07,ABC,Midi Baccarat,Baccarat,195,3856,1584,2415,616.96,6490,23,2.6873706004140785
1961,2020-10-28,ABC,Midi Baccarat,Baccarat,197,1331,312,1600,212.96,8980,8,5.6125
1962,2020-10-11,ABC,Midi Baccarat,Baccarat,13,4389,1656,5640,702.24,-7656,24,-1.3574468085106384
1963,2020-10-07,ABC,Midi Baccarat,Baccarat,192,0,1357,888,810.0,9555,6,10.760135135135135
1964,2020-11-07,ABC,Midi Baccarat,Baccarat,16,3380,1311,1596,540.8,18696,21,11.714285714285714
1965,2020-10-19,ABC,Midi Baccarat,Baccarat,145,3381,464,5500,540.96,340,20,0.06181818181818182
1966,2020-10-16,ABC,Midi Baccarat,Baccarat,13,5540,1340,2200,886.4,5457,20,2.4804545454545455
1967,2020-10-22,ABC,Midi Baccarat,Baccarat,13,2280,1452,3180,364.8,-3280,20,-1.0314465408805031
1968,2020-10-01,ABC,Midi Baccarat,Baccarat,192,2983,1518,1488,477.28000000000003,6279,24,4.219758064516129
1969,2020-11-13,ABC,Midi Baccarat,Baccarat,145,2464,799,374,394.24,-5390,17,-14.411764705882353
1970,2020-11-13,ABC,Midi Baccarat,Baccarat,125,3519,1140,4510,563.04,5148,22,1.1414634146341462
1971,2020-10-06,ABC,Pai Gow Tiles,Pai Gow,180,488,1392,86,107.36,4473,2,52.01162790697674
1972,2020-10-02,ABC,Pai Gow Tiles,Pai Gow,180,4528,850,2070,996.16,-900,23,-0.43478260869565216
1973,2020-10-08,ABC,Pai Gow Tiles,Pai Gow,180,6840,294,3588,1504.8,-4301,23,-1.1987179487179487
1974,2020-10-10,ABC,Pai Gow Tiles,Pai Gow,180,5126,1188,460,1127.72,6460,20,14.043478260869565
1975,2020-11-01,ABC,Pai Gow Tiles,Pai Gow,180,4255,1241,2496,936.1,-14820,16,-5.9375
1976,2020-10-03,ABC,Pai Gow Tiles,Pai Gow,180,2074,1155,3024,456.28000000000003,-3689,21,-1.2199074074074074
1977,2020-10-11,ABC,Pai Gow Tiles,Pai Gow,180,6556,986,3105,1442.32,5661,23,1.8231884057971015
1978,2020-10-25,ABC,Pai Gow Tiles,Pai Gow,180,5586,1060,2442,1228.92,9108,22,3.72972972972973
1979,2020-10-09,ABC,Pai Gow Tiles,Pai Gow,180,1818,900,1696,399.96,-80,16,-0.04716981132075472
1980,2020-11-10,ABC,BJ Shoe Hit 17,Blackjack,311,2422,378,560,411.74,7872,7,14.057142857142857
1981,2020-10-22,ABC,BJ Shoe Hit 17,Blackjack,306,1098,342,720,186.66000000000003,8740,16,12.13888888888889
1982,2020-11-05,ABC,BJ Shoe Hit 17,Blackjack,310,1080,1518,4600,183.60000000000002,-8640,23,-1.8782608695652174
1983,2020-11-15,ABC,BJ Shoe Hit 17,Blackjack,302,5126,1400,3604,871.4200000000001,4403,17,1.221698113207547
1984,2020-11-08,ABC,BJ Shoe Hit 17,Blackjack,310,5560,1184,3816,945.2,-2736,18,-0.7169811320754716
1985,2020-10-21,ABC,BJ Shoe Hit 17,Blackjack,302,288,552,168,48.96,-6562,6,-39.05952380952381
1986,2020-10-20,ABC,BJ Shoe Hit 17,Blackjack,306,3084,795,3180,524.2800000000001,-35,20,-0.0110062893081761
1987,2020-11-08,ABC,BJ Shoe Hit 17,Blackjack,306,2346,1054,5460,398.82000000000005,-6612,21,-1.210989010989011
1988,2020-10-29,ABC,BJ Shoe Hit 17,Blackjack,206,2380,147,2451,404.6,-11232,19,-4.582619339045288
1989,2020-10-06,ABC,BJ Shoe Hit 17,Blackjack,308,830,192,2160,141.10000000000002,-3696,15,-1.711111111111111
1990,2020-10-10,ABC,BJ Shoe Hit 17,Blackjack,310,4896,1178,4416,832.32,6282,24,1.422554347826087
1991,2020-11-03,ABC,BJ Shoe Hit 17,Blackjack,308,0,845,1265,594.0,-120,11,-0.09486166007905138
1992,2020-10-25,ABC,BJ Shoe Hit 17,Blackjack,302,2210,1071,2964,375.70000000000005,14100,19,4.757085020242915
1993,2020-10-02,ABC,BJ Shoe Hit 17,Blackjack,312,2394,1296,874,406.98,17200,19,19.679633867276888
1994,2020-10-01,ABC,BJ Shoe Hit 17,Blackjack,206,4485,624,5184,762.45,7648,24,1.4753086419753085
1995,2020-10-04,ABC,BJ Shoe Hit 17,Blackjack,306,2934,1071,1088,498.78000000000003,-2108,17,-1.9375
1996,2020-11-07,ABC,BJ Shoe Hit 17,Blackjack,305,5280,1368,1056,897.6,-7376,22,-6.984848484848484
1997,2020-11-15,ABC,BJ Shoe Hit 17,Blackjack,311,3400,1320,1936,578.0,-6808,22,-3.5165289256198347
1998,2020-10-24,ABC,BJ Shoe Hit 17,Blackjack,308,6000,1334,1288,1020.0000000000001,8372,23,6.5
1999,2020-11-09,ABC,BJ Shoe Hit 17,Blackjack,303,1140,660,880,193.8,6300,10,7.159090909090909
2000,2020-11-02,ABC,BJ Shoe Hit 17,Blackjack,306,0,456,1548,840.0,4482,12,2.895348837209302
2001,2020-11-18,ABC,BJ Shoe Hit 17,Blackjack,305,925,728,1080,157.25,6360,6,5.888888888888889
2002,2020-10-15,ABC,BJ Shoe Hit 17,Blackjack,302,2944,1100,130,500.48,-10752,1,-82.70769230769231
2003,2020-10-26,ABC,BJ Shoe Hit 17,Blackjack,307,4180,1540,2310,710.6,-410,21,-0.1774891774891775
2004,2020-10-11,ABC,BJ Shoe Hit 17,Blackjack,304,2431,1302,3480,413.27000000000004,3586,24,1.0304597701149425
2005,2020-10-26,ABC,BJ Shoe Hit 17,Blackjack,306,3330,174,0,566.1,2444,0,inf
2006,2020-10-21,ABC,BJ Shoe Hit 17,Blackjack,309,4155,770,1100,706.35,-13872,10,-12.610909090909091
2007,2020-10-06,ABC,BJ Shoe Hit 17,Blackjack,303,2436,1426,1025,414.12,3918,5,3.8224390243902437
2008,2020-10-24,ABC,BJ Shoe Hit 17,Blackjack,310,3819,864,748,649.23,-13566,22,-18.136363636363637
2009,2020-11-18,ABC,BJ Shoe Hit 17,Blackjack,302,2948,975,1200,501.16,2856,20,2.38
2010,2020-10-26,ABC,BJ Shoe Hit 17,Blackjack,302,1794,1606,1456,304.98,10790,7,7.410714285714286
2011,2020-11-19,ABC,BJ Shoe Hit 17,Blackjack,302,2816,592,1320,478.72,2781,11,2.106818181818182
2012,2020-10-22,ABC,BJ Shoe Hit 17,Blackjack,307,2261,684,2820,384.37,-12558,12,-4.453191489361702
2013,2020-10-07,ABC,BJ Shoe Hit 17,Blackjack,303,980,1220,462,166.60000000000002,-13209,22,-28.59090909090909
2014,2020-10-06,ABC,BJ Shoe Hit 17,Blackjack,305,4806,518,3604,817.0200000000001,1364,17,0.37846836847946724
2015,2020-10-23,ABC,BJ Shoe Hit 17,Blackjack,311,4922,1206,900,836.74,-828,20,-0.92
2016,2020-10-29,ABC,BJ Shoe Hit 17,Blackjack,310,1710,1062,704,290.70000000000005,432,16,0.6136363636363636
2017,2020-10-12,ABC,BJ Shoe Hit 17,Blackjack,310,2478,375,936,421.26000000000005,636,18,0.6794871794871795
2018,2020-11-06,ABC,BJ Shoe Hit 17,Blackjack,307,5568,1628,3325,946.5600000000001,9108,19,2.739248120300752
2019,2020-11-13,ABC,BJ Shoe Hit 17,Blackjack,302,6233,1425,3036,1059.6100000000001,-11560,23,-3.8076416337285903
2020,2020-11-17,ABC,BJ Shoe Hit 17,Blackjack,303,1704,1120,2550,289.68,-624,15,-0.2447058823529412
2021,2020-10-23,ABC,BJ Shoe Hit 17,Blackjack,206,4921,1728,1012,836.57,-12502,22,-12.353754940711463
2022,2020-10-24,ABC,BJ Shoe Hit 17,Blackjack,206,5605,1008,2880,952.85,4446,16,1.54375
2023,2020-11-11,ABC,BJ Shoe Hit 17,Blackjack,311,444,550,444,75.48,4998,3,11.256756756756756
2024,2020-10-03,ABC,BJ Shoe Hit 17,Blackjack,206,2160,1152,5035,367.20000000000005,8949,19,1.7773584905660378
2025,2020-11-01,ABC,BJ Shoe Hit 17,Blackjack,307,3266,1518,629,555.22,4440,17,7.0588235294117645
2026,2020-10-20,ABC,BJ Shoe Hit 17,Blackjack,302,3344,244,800,568.48,-6872,5,-8.59
2027,2020-10-27,ABC,BJ Shoe Hit 17,Blackjack,311,3906,940,2652,664.0200000000001,1316,17,0.4962292609351433
2028,2020-10-31,ABC,BJ Shoe Hit 17,Blackjack,309,3294,1188,851,559.98,-12864,23,-15.116333725029378
2029,2020-10-14,ABC,BJ Shoe Hit 17,Blackjack,308,2040,1281,2640,346.8,18924,22,7.168181818181818
2030,2020-10-04,ABC,BJ Shoe Hit 17,Blackjack,309,1734,1449,2116,294.78000000000003,2641,23,1.248109640831758
2031,2020-11-04,ABC,BJ Shoe Hit 17,Blackjack,303,1846,770,740,313.82000000000005,1440,20,1.945945945945946
2032,2020-11-13,ABC,BJ Shoe Hit 17,Blackjack,303,4500,1344,2880,765.0,-6688,20,-2.3222222222222224
2033,2020-10-13,ABC,BJ Shoe Hit 17,Blackjack,309,2794,408,1980,474.98,-240,18,-0.12121212121212122
2034,2020-11-04,ABC,BJ Shoe Hit 17,Blackjack,304,6006,1136,385,1021.0200000000001,3152,11,8.187012987012986
2035,2020-11-07,ABC,BJ Shoe Hit 17,Blackjack,307,4416,1560,1978,750.72,-1440,23,-0.7280080889787665
2036,2020-11-04,ABC,BJ Shoe Hit 17,Blackjack,302,2030,1035,1820,345.1,-7986,13,-4.387912087912088
2037,2020-11-07,ABC,BJ Shoe Hit 17,Blackjack,304,5040,1100,1664,856.8000000000001,-9306,16,-5.592548076923077
2038,2020-10-04,ABC,BJ Shoe Hit 17,Blackjack,305,4573,1278,391,777.4100000000001,-13896,17,-35.53964194373402
2039,2020-11-06,ABC,BJ Shoe Hit 17,Blackjack,309,3381,1098,1408,574.7700000000001,-14382,16,-10.214488636363637
2040,2020-10-31,ABC,BJ Shoe Hit 17,Blackjack,308,5126,1332,2139,871.4200000000001,-7174,23,-3.353903693314633
2041,2020-11-16,ABC,BJ Shoe Hit 17,Blackjack,308,4122,666,4048,700.74,699,23,0.17267786561264822
2042,2020-11-18,ABC,BJ Shoe Hit 17,Blackjack,310,0,990,1785,1377.0,-9420,17,-5.277310924369748
2043,2020-10-12,ABC,BJ Shoe Hit 17,Blackjack,206,3430,134,1872,583.1,1391,24,0.7430555555555556
2044,2020-10-03,ABC,BJ Shoe Hit 17,Blackjack,307,6552,1113,4620,1113.8400000000001,-18912,21,-4.093506493506493
2045,2020-11-12,ABC,BJ Shoe Hit 17,Blackjack,312,4580,210,2442,778.6,7260,22,2.972972972972973
2046,2020-11-09,ABC,BJ Shoe Hit 17,Blackjack,304,1755,893,3456,298.35,-1716,16,-0.4965277777777778
2047,2020-11-17,ABC,BJ Shoe Hit 17,Blackjack,307,4263,1050,2070,724.71,4320,23,2.0869565217391304
2048,2020-10-09,ABC,BJ Shoe Hit 17,Blackjack,206,6024,928,1444,1024.0800000000002,-18600,19,-12.880886426592797
2049,2020-11-11,ABC,BJ Shoe Hit 17,Blackjack,312,2100,336,2604,357.0,1932,21,0.7419354838709677
2050,2020-10-11,ABC,BJ Shoe Hit 17,Blackjack,303,2520,1156,4080,428.40000000000003,-14742,16,-3.613235294117647
2051,2020-11-07,ABC,BJ Shoe Hit 17,Blackjack,302,2848,990,3888,484.16,10912,18,2.8065843621399176
2052,2020-11-12,ABC,BJ Shoe Hit 17,Blackjack,309,1140,1680,1323,193.8,1828,21,1.381708238851096
2053,2020-11-20,ABC,BJ Shoe Hit 17,Blackjack,311,2940,1258,1248,499.8,4071,24,3.262019230769231
2054,2020-10-28,ABC,BJ Shoe Hit 17,Blackjack,302,3346,246,405,568.82,48,3,0.11851851851851852
2055,2020-10-13,ABC,BJ Shoe Hit 17,Blackjack,302,4947,804,1470,840.99,17385,15,11.826530612244898
2056,2020-10-17,ABC,BJ Shoe Hit 17,Blackjack,303,2398,1136,1480,407.66,-10404,20,-7.02972972972973
2057,2020-10-17,ABC,BJ Shoe Hit 17,Blackjack,307,5206,1197,3960,885.0200000000001,-1700,24,-0.4292929292929293
2058,2020-10-18,ABC,BJ Shoe Hit 17,Blackjack,206,6720,1144,3060,1142.4,-11883,17,-3.8833333333333333
2059,2020-10-22,ABC,BJ Shoe Hit 17,Blackjack,206,2200,564,462,374.0,-2035,21,-4.404761904761905
2060,2020-11-13,ABC,BJ Shoe Hit 17,Blackjack,201,4009,966,765,681.5300000000001,-16378,17,-21.409150326797384
2061,2020-11-15,ABC,BJ Shoe Hit 17,Blackjack,201,5250,1071,3096,892.5000000000001,-15026,24,-4.853359173126615
2062,2020-10-16,ABC,BJ Shoe Hit 17,Blackjack,309,2618,1386,1540,445.06000000000006,-14706,22,-9.54935064935065
2063,2020-10-11,ABC,BJ Shoe Hit 17,Blackjack,306,2800,1449,3036,476.00000000000006,9180,23,3.0237154150197627
2064,2020-10-05,ABC,BJ Shoe Hit 17,Blackjack,304,5628,924,3690,956.7600000000001,-3173,18,-0.8598915989159892
2065,2020-10-15,ABC,BJ Shoe Hit 17,Blackjack,310,1340,1288,414,227.8,-1522,9,-3.676328502415459
2066,2020-11-18,ABC,BJ Shoe Hit 17,Blackjack,307,0,75,312,404.0,614,4,1.9679487179487178
2067,2020-10-12,ABC,BJ Shoe Hit 17,Blackjack,311,3296,1460,392,560.32,952,7,2.4285714285714284
2068,2020-10-15,ABC,BJ Shoe Hit 17,Blackjack,305,2904,392,1320,493.68000000000006,-9394,22,-7.116666666666666
2069,2020-11-03,ABC,BJ Shoe Hit 17,Blackjack,309,700,138,2576,119.00000000000001,1426,23,0.5535714285714286
2070,2020-11-04,ABC,BJ Shoe Hit 17,Blackjack,307,3404,676,1936,578.6800000000001,648,22,0.3347107438016529
2071,2020-10-23,ABC,BJ Shoe Hit 17,Blackjack,304,5439,1679,2016,924.6300000000001,22747,21,11.283234126984127
2072,2020-10-30,ABC,BJ Shoe Hit 17,Blackjack,308,4427,1044,396,752.59,13908,18,35.121212121212125
2073,2020-10-14,ABC,BJ Shoe Hit 17,Blackjack,310,4720,335,300,802.4000000000001,5496,3,18.32
2074,2020-11-11,ABC,BJ Shoe Hit 17,Blackjack,308,2145,792,1760,364.65000000000003,2303,16,1.3085227272727273
2075,2020-10-27,ABC,BJ Shoe Hit 17,Blackjack,303,4048,128,1280,688.1600000000001,-2230,8,-1.7421875
2076,2020-10-20,ABC,BJ Shoe Hit 17,Blackjack,303,269,598,280,45.730000000000004,-6336,2,-22.62857142857143
2077,2020-10-23,ABC,BJ Shoe Hit 17,Blackjack,308,5676,1320,4730,964.9200000000001,-10727,22,-2.267864693446089
2078,2020-10-16,ABC,BJ Shoe Hit 17,Blackjack,308,3960,1495,2080,673.2,16170,20,7.774038461538462
